query_id,query,category,doc_id,title,rating,text_preview,relevance
Q02,long lasting lipstick,product feature,35724,Longest lasting lipstick,5,My favorite lipstick. Long lasting and beautiful colors.  My favorite primrose,2
Q02,long lasting lipstick,product feature,7027,Great lipstick! Looooove them,5,"Looooove this lipstick. Great product, matt finish, long lasting. Quick delivery, great seller.",2
Q02,long lasting lipstick,product feature,17779,I like the color,2,"I like the color, but It’s not matte like it says it is. It also does not stay all day, like a matte lipstick should. If you’re looking for long lasting Stila matte lipstick, this ain’t it!",2
Q02,long lasting lipstick,product feature,42212,Long lasting lipstick !,5,"I purchased this lipstick for a photoshoot and it worked great! I loved how it came with 2 lip brushes, and it stayed on for the entire shoot. I definitely recommend if you're looking for a long lasting / waterproof matte lipstick!",2
Q02,long lasting lipstick,product feature,10083,Very good purchase!,5,Really love this lipstick. Very pleased with the color and its lasting power. Would buy it again!,2
Q02,long lasting lipstick,product feature,27778,Bite lipsticks are the best,5,A lipstick made of food grade materials. Beautiful shades. You can actually eat this lipstick. (Don't recommend it) It's that natural. Goes on smooth and creamy. Great lasting product.,2
Q02,long lasting lipstick,product feature,30937,No more harmful gel nails!,5,Cute colors and long lasting.,1
Q02,long lasting lipstick,product feature,8296,Five Stars,5,"Works great, long lasting too.",1
Q02,long lasting lipstick,product feature,37130,Amazing,5,Beautiful color and long lasting,1
Q02,long lasting lipstick,product feature,36188,Great price,5,Long lasting easy to use!!!,1
Q02,long lasting lipstick,product feature,34563,Love the shimmer,5,"Long lasting, shimmery and beautiful",1
Q02,long lasting lipstick,product feature,33960,Five Stars,5,Very sparkly and long lasting!,1
Q02,long lasting lipstick,product feature,27475,Five Stars,5,It's sweet and long lasting. :),1
Q02,long lasting lipstick,product feature,36388,Great product,5,Long lasting glow- nice travel size.,1
Q02,long lasting lipstick,product feature,20154,Love it !!,5,"Smells so good, long lasting scent.",1
Q02,long lasting lipstick,product feature,12111,Nice shades,5,Long lasting.. worth for the money,1
Q02,long lasting lipstick,product feature,6705,Smells so good.,5,Long lasting scent. Love this brand.,1
Q02,long lasting lipstick,product feature,22117,Love the look of a matte lipstick but normally hate ...,5,"Love the look of a matte lipstick but normally hate the feel. This is light, matte and comfortable on the lips. Not as long lasting as a stain but still needs very little re-application throughout the day. Have now purchased in a couple different shades.",2
Q02,long lasting lipstick,product feature,42803,Long lasting.,5,Long lasting.<br /><br />Easy to use/,1
Q02,long lasting lipstick,product feature,13618,love it,5,just as pictured! 💕 long lasting and moisturizing!,1
Q02,long lasting lipstick,product feature,27059,long lasting,5,The color is rich and long lasting. The pencil is soft and glides on smoothly. also it last a very long time. Worth it for sure.,1
Q02,long lasting lipstick,product feature,37242,Long lasting,5,I love it! It lasts even through my workout it is long lasting. I would highly recommend it! 😀,1
Q02,long lasting lipstick,product feature,13767,Creamy Long lasting does not dry out,4,Creamy long lasting and does not dry out,1
Q02,long lasting lipstick,product feature,36581,Great Sunless Tanner. Looks Amazing & Long Lasting.,5,Love this easy to apply and long lasting sunless tanner.,1
Q02,long lasting lipstick,product feature,17130,Long-lasting but not greasy,5,This is the best winter moisturizer I have found! Non-greasy but long-lasting.,0
Q02,long lasting lipstick,product feature,3609,These are great - long lasting - good value,5,Razor blades are ridiculously expensive.  These are great - long lasting - good value.,1
Q02,long lasting lipstick,product feature,23436,Long-lasting,5,I love this lipstick since it lasts a whole day.,2
Q02,long lasting lipstick,product feature,14697,Great long lasting nails,5,Love this product!<br />I have a UV nail light and the polished that came with it peeled off in minutes of drying. The colors are beautiful and long lasting!<br />Highly recommend!,1
Q02,long lasting lipstick,product feature,2059,"Super matte, very thick, and not as smudge proof as other liquid lipsticks ive used.",2,Still working on my technique as to prevent lipstick from caking up and crumbling off,1
Q02,long lasting lipstick,product feature,16408,Love it!,5,One of the best lipsticks I've bought recently.,0
Q02,long lasting lipstick,product feature,33932,Sticky,1,I didn't like this lipstick because it was too sticky and transparent after approx. 10 mins.,1
Q02,long lasting lipstick,product feature,4031,Great product!,4,Love this product!! I am going to get more colors. Lips stay soft and hydrated long after application.  I hate wearing lipstick. This is the perfect product for me,1
Q02,long lasting lipstick,product feature,12703,Five Stars,5,"Very good color for my skin, applies easy and does last longer than other lipsticks.",0
Q02,long lasting lipstick,product feature,33729,Good for older women,4,"I don't wear lipstick because it's always gone in an hour. The first time I used this, I liked the look but it didn't stay on very long. The next time I used 2 layers, and then used a lip gloss on top. 4 hours later I reapplied the lip gloss, but that was all. I will definitely be buying this again. I am in my 60s, and the color also does not bleed.",2
Q02,long lasting lipstick,product feature,16084,Lasts all day,5,I will never go back to normal lipstick ever again! This lasts all day and stays on your lips and nothing else! I bought some in different colors for my cousins wedding and it does not transfer into anything or anybody!,2
Q02,long lasting lipstick,product feature,33937,Perfect for a 12 year old!,1,"These are tiny ""sample"" size lipsticks, what you would find at a dollar store! Not good quality, NOT WATERPROOF AND NOT LONG-LASTING! Save your money!",1
Q02,long lasting lipstick,product feature,35273,Super disappointing!!!!!,1,"Was expecting a good lip stain, especially because of the price and got something more a long the lines of a cheap lipstick that comes out of a fluffy end. It’s tacky, comes off of the lips on everything including my puppy. Lipstick from a drug store lasts longer than this!",2
Q02,long lasting lipstick,product feature,9557,Magical lipstick,5,I was amazed by the quality and effectiveness of this product . If you follow the instructions you won’t have any issue to get the perfect result.<br />It last a;l day long the color of the lipstick and is really not transferable.,1
Q02,long lasting lipstick,product feature,27485,Fantasy packing lipstick!,5,"I loved the creative ideal on the packing of the lipstick, longlasting on your lips & color. I purchase this lipstick for myself & it truly states what it does. Stays on with no smudge & I loves it.",2
Q02,long lasting lipstick,product feature,20559,Loves This!,5,"Hands down the best lipstick stain I have ever used.  It lasts nearly all day,  with minimal amount needed to apply.  I am in love...and not going back.  Ordering others as we speak.  I can't recommend this enough. 💝",2
Q02,long lasting lipstick,product feature,7983,"Yes, a liquid lipstick.",5,"I am hooked on butter London Lippy's and the Liquid Lipstick collection is no exception. I love the application and coverage. It easily glides on like a thick gloss and then the consistency eventually becomes like a lipstick. It's doesn't dry out my lips, which is what all the Lippy's are consistently about, and somehow it lasts longer than your average lipstick, gloss, balm or stain. This color is a sheer deep red so is not as deep as a matte and can go on by itself or used to layer over another color. It has a very yummy vanilla scent and a doe foot applicator.",2
Q02,long lasting lipstick,product feature,37770,Four tubes of disappointment.,2,"I had this sort a thing years ago and was exited to see it resurface.  Not much has changed with mood lipstick technology.  It despite the rainbow options of tubes, you still end up with stained, dry, hot pink lips.  Only, a generation ago it at least had a pleasant essence to it.  Disappointing.",1
Q02,long lasting lipstick,product feature,36620,Doesn't last,3,"I bought it in Lovely and the shade is beautiful. I love the color but it doesn't last at all. After an hour or two it is completely gone. Some of my regular lipsticks last longer. When eating it disappears even quicker. Too bad, because it would be a perfect product.",0
Q02,long lasting lipstick,product feature,9546,I absolutely loved this lipgloss/lipstick it applies like it is a lipgloss ...,5,I absolutely loved this lipgloss/lipstick it applies like it is a lipgloss then changes to a lipstick. It stays moisturized and I will be purchasing more.,1
Q02,long lasting lipstick,product feature,15178,High Quality,5,Beautiful long lasting color. A little goes a long way. You don't need much.,1
Q03,anti aging cream for wrinkles,skin concern,12868,I really love this anti aging wrinkle cream,5,"So far, I really love this anti aging wrinkle cream! It is fast and effective and I can already see my fine lines and wrinkles softening. I love it!!!",2
Q03,anti aging cream for wrinkles,skin concern,17514,Eye treatment,4,"This anti aging treatment eye cream is good, it makes my skin smooth and the under eye patch makes my dark circle under eye dissappear.",0
Q03,anti aging cream for wrinkles,skin concern,27686,"Great new ""C"" product!!",5,"Loving this new product!  Cocktailed with Smoother Skin-Anti-aging Renewal Complex, it's light, fresh, absorbs quickly and is starting after about a week to soften tough wrinkles like lip lines and 11's! Onward!!",1
Q03,anti aging cream for wrinkles,skin concern,16067,Excellent moisturizer!,5,This cream feels great on my skin! I love how well it absorbs and does not leave my face feeling oily. It feels so moisturized and light on my skin. I love it for the moisturizing properties. I will update when I have had time to test for anti-aging properties!,2
Q03,anti aging cream for wrinkles,skin concern,40394,this works better than expected,5,"this works better than expected. I not only use it for my neck, but also my face. its the best anti-aging product I have used thus far.",1
Q03,anti aging cream for wrinkles,skin concern,10328,it work great...its miracle,5,"This cream really works its amazing cream ever, it brightens my face and lessen my wrinkles, I will continue use this cream.",2
Q03,anti aging cream for wrinkles,skin concern,24804,MegaMud Anti-aging mud mask,5,"Great, gentle mud mask. After using, I notice my skin is brighter and clearer. Hard to notice any anti-aging benefits but still a nice mask.",1
Q03,anti aging cream for wrinkles,skin concern,2172,and as the two are used together to recommend this product because the two together are excellent,4,"I bought this product as complement of Anti Aging Face Cream By Derma-nu, and as the two are used together to recommend this product because the two together are excellent. It shows that it is made with natural products because of the smell of fruit. good price and good quality.",0
Q03,anti aging cream for wrinkles,skin concern,24711,Five Stars,5,This complements the pearl anti-wrinkle cream I purchased for my girlfriend.  Her face looks very moisturized and dewy.,2
Q03,anti aging cream for wrinkles,skin concern,26935,As advertised,5,I've enjoyed receiving and using this product.  I selected the Fusion because I'm in my 40's and can use the acne AND anti-aging benefits.  Had it for 2 weeks and everything is good!,1
Q03,anti aging cream for wrinkles,skin concern,6207,Good cream but may not work for everyone.,2,I have normal skin and bought this beauty cream to soften my wrinkles.  Despite usual face washing and using this cream sparingly my face started to break out. It's a good beauty cream but it's not for everyone.,2
Q03,anti aging cream for wrinkles,skin concern,42765,Its a good cream for night,3,Its a good cream for night. It made my skin more soft and smooth but I didn't notice any thing about reducing wrinkles,2
Q03,anti aging cream for wrinkles,skin concern,29955,Works well but pricey.,4,"This worked well to oil my beard but if I used to much it would cause pimples under my beard.  They scents from this company may not be for everyone. I used their anti aging serum, ball butter and sasquatch body wash.  They are pretty good over all.",0
Q03,anti aging cream for wrinkles,skin concern,10380,"LOVE, LOVE, LOVE!!!!!",5,"I have to admit that I am a high end facial product junkie.  And when I saw this product for sale on Amazon, I knew that I had never tried any products from this company of Ove Beauty, I was excited to try it.<br />First it arrived on time as promised.<br />Second, it comes in a 2 ounce pump bottle.  I use only at bedtime so it will last a good long time.<br /><br /> This advanced anti-aging complex contains multiple active ingredients including both Retinol and Hyaluronic Acid that absorb smoothly and quickly into the skin for effective results. Hyaluronic Acid is now being touted as one of the key ingredients that keeps skin hydrated, elastic and youthful looking. It helps to plump fine li",1
Q03,anti aging cream for wrinkles,skin concern,13893,Buy if you like to perfume your face,1,"I can't say anything about it's anti-aging properties, but It is super perfume-y.  I was unable to tolerate-had to return it.  I didn't see anything in the item description to indicate that I could expect that scent, but..there it was.  Bummed.",1
Q03,anti aging cream for wrinkles,skin concern,12696,Maybe as a summer moisturizer,3,"I was given the RegenFX Anti Aging Eye Gel for Dark Circles, RegenFX Ultimate Hualuronic Acid Serum, and RegenFX Anti Aging Moisturizer Cream for free to try and review.<br />I have been using all three products as a system for a few weeks now and I can't say that I'm a fan.<br /><br />I have to admit that I'm a 45 year old woman who has little by way of wrinkles, but there are a couple of trouble spots that I was hoping this would help - some fine lines on my forehead and between my eyes at the bridge of my nose. There does not seem to be any difference in the appearance of those lines. The biggest disappointment, though, is the way this product feels on my face. It feels, after it dries, l",0
Q03,anti aging cream for wrinkles,skin concern,11859,I am really happy to be able to provide feedback for this product,5,"I am really happy to be able to provide feedback for this product, because I think it is a spectacular facial cream, and I've tried many!<br />The best feature of this product?  This product actually produces a tightening of the skin as it dries...what an unexpected and amazing feature of an anti-aging cream!  This is definitely a benefit that I was not expecting, and have never used a product that does this.<br />I am also pleasantly surprised by the organic feel of this product - when applying, this fragrance-free cream has the feel of a creamy layer of moisture being applied to the skin; as it dries, there is no greasiness or shine, and dries to the fresh and clean feel of soft, natural s",0
Q03,anti aging cream for wrinkles,skin concern,3925,I really love this cream,5,"I really love this cream. I have super sensitive skin and acne prone skin. This stuff hasn't done much for my wrinkles yet, but it is very creamy and like velvet. It has improved my skins texture.",2
Q03,anti aging cream for wrinkles,skin concern,28072,Great glowing skin!,5,"I am in my early 60's, have glowing skin with very few wrinkles. This cream works for me...evens tone, keeps skin silky & flawless. Why pay more? AHA's work beautifully for many skin types, try it, it's great.",2
Q03,anti aging cream for wrinkles,skin concern,15407,This is just okay product.  Only the Lactic Acid,3,"The lactic acid works.  Be careful because it can cause irritation of sensitive skin.  BUT again, the Luna Sleeping night oil is useless for my aging skin.  Luna Sleeping night oil is not worth the money.  Go get Prescription Retinoid cream from your doctor.",1
Q03,anti aging cream for wrinkles,skin concern,35827,The BEST anti-aging cream,5,"True Radiance is, far and away, the best anti-aging/anti-wrinkle product out there. I've tried many of the more expensive products and True Radiance is as good or better, and much less expensive. Visible results in minutes. Unlike other stuff out there, True Radiance actually tells you HOW MUCH of each ingredient their product contains. Many other brands list the same ingredients but contain only miniscule amounts of them, not enough to really do you any good. All of their basic products (Radiance, Silver, and Youth) are excellent, and the site provides great advice on what's best for your particular skin type. Excellent customer service. And their ""free gift with every purchase"" is a great ",2
Q03,anti aging cream for wrinkles,skin concern,41586,I was very happy to try this anti aging serum at a promotional ...,5,"I was very happy to try this anti aging serum at a promotional price. It is very easy to apply, has a nice texture and gives my skin a silky smooth feel. So far I am very happy with it and only time will tell if it delivers as promised! I will check back later with the final results.",0
Q03,anti aging cream for wrinkles,skin concern,6766,This eye cream definitely removes wrinkles and tightens the skin ...,5,This eye cream definitely removes wrinkles and tightens the skin around my eyes.  I was skeptical at first but very pleasantly surprised after using it.  It's only been a week and I can already tell there's an improvement.,0
Q03,anti aging cream for wrinkles,skin concern,39805,Anti Aging product that works,5,"Anti Aging Moisturizer with Peptides-Advanced Luxury Concentrated Argireline Cream for Face, Eyes, and Neck by Paloma Skin Therapy...<br /> HIGHLY CONCENTRATED FORMULA - Argireline is the hero ingredient at the optimal concentration recommended by the manufacturer. Other active ingredients are derived from coconut oil and glycerin, excellent emollients and skin-repairing ingredients due to the medium chain fatty acids that skin can utilize to repair its surface and resist moisture loss; they also have an anti-inflammatory effect that reduces the risk of irritation.<br />- DOCUMENTED CLINICAL STUDIES - Studies based on the use of a 5% concentration of Argireline in volunteers showed that wrin",2
Q03,anti aging cream for wrinkles,skin concern,16030,"which works great BTW, but decided to spring for the anti-aging ...",1,"I normally buy the UD original, which works great BTW, but decided to spring for the anti-aging version because, what the heck, I am aging, lol. It is absolutely horrible!!! I tried to see if it was maybe the way I was appling it, so tried finger vs applicator, letting it dry vs immediate eye shadow application, etc. It does not work anywhere near as good as the original primer! Save your money! Or buy the original! I normally apply it by 7am, go to work and by 9am I am already dabbing major creasing, then doing it again at noon, then again at 3pm and by bedtime I look like a raggedy racoon with this piece of sh*t product, ugghh!!!",1
Q03,anti aging cream for wrinkles,skin concern,5776,Dermitage Anti-Aging Skin Care,5,"This product is truly a skin renewal skin care technique.  It is nongreasy, smooths and penetrates immediately, and leaves the skin with a soft glow.  Just two small amounts allow me to use it on my face, neck, elbows and knees.  It is great for my skin even if it did not prevent aging.",1
Q03,anti aging cream for wrinkles,skin concern,17647,Smooths wrinkles,5,It smooths and buffs wrinkles so your face looks younger and softer. I would buy more of it.,1
Q03,anti aging cream for wrinkles,skin concern,6559,Best face cream I've ever used!,5,"This is the best face cream I have ever tried. It is light, fluffy and smells great. It leaves my skin incredibly soft. I am 28 years old so I don't have many wrinkles yet, but I do have some crows feet forming and a few forehead lines. I'm a believer that skin care needs to be preventative and not just defensive!! I am hoping this will slow down aging as well as get rid of the lines that are already there. I have been using this for a couple of weeks, so maybe not long enough to see much in the way of results yet, but I do feel like my forehead wrinkles are not quite as obvious.<br />*I purchased this product at a discount for my unbiased and honest review.",0
Q03,anti aging cream for wrinkles,skin concern,293,Youth Serum,5,"One of the reasons skin starts to wrinkle as we age is that we make less and less of the natural oil that keeps skin looking youthful. It's one of the reasons why people with oily skin seem to be ageless for so long. This serum is a good way to supplement what your skin lacks. The oils in this blend are all high quality. Some are slightly unexpected in a skincare product. The texture is lightweight and easily absorbed. It doesn't just sit on top of the skin. Your skin will feel softer immediately and you'll see more improvements over time. Dr. Denese is a trusted brand when it comes to care for aging skin. Whether you're trying to slow the clock or reverse it a little, this serum should be p",0
Q03,anti aging cream for wrinkles,skin concern,41733,Five Stars,5,Great wrinkle cream. It it looks like it is no longer available.,2
Q03,anti aging cream for wrinkles,skin concern,1651,Melasma help,5,"This helps with some old melasma, and it surely reduces eye wrinkles (I'm 70). Super happy with it.",1
Q03,anti aging cream for wrinkles,skin concern,17328,It helps fill in my 80 year old wrinkles,5,My 80 year old face loves this cream.It softens and even fills in some of my wrinkles.  I use it twice a day. It helps my make up cover any of my imperfections smoothly.,2
Q03,anti aging cream for wrinkles,skin concern,32228,I am glad to find this product to try,4,I am glad to find this product to try. So far I like it. I like the texture and the way my skin seems feel refreshed when I put it on.  I want to give it time to see if there is any marked difference from other products I have used.  I must say that I am 65 years old so it will take a miracle to give me skin with no wrinkles :-),1
Q03,anti aging cream for wrinkles,skin concern,30535,My Wife Likes This Product,5,"I got this for my wife, who is at that age when she needs a little help with those small lines and wrinkles on her face. She has used this a few times now and says that it works very well in reducing the signs of aging. She says her skin feels tighter and her lines are no where near as noticeable. She says that this works, and if she likes it, then I like it. A happy wife, is a happy life.",1
Q03,anti aging cream for wrinkles,skin concern,8222,Improved my skin!!,4,Really helps with skin texture. Has removed small wrinkles.,1
Q03,anti aging cream for wrinkles,skin concern,22327,Best stuff there is!,5,"Ive been using this brand for 15 years now. It made my acne dry up and prevented (and even cured) wrinkles. Im 48 and have perfect, smooth skin of someone 18 years younger.  It used to be in just about every store, but sadly they all quit carrying it. Thank god I can buy it online.  Alpha hydroxy is the only thing that works. Especially if you have acne prone skin as well.",1
Q03,anti aging cream for wrinkles,skin concern,10999,Alpha Hydrox AHA Souffle,5,"I started using this in high school. Granted I'm only 22 and I don't have many serious wrinkles except for my 11s between my eyebrows and my forehead is just starting to wrinkle. A little goes a long way for me since I have sensitive skin. I only dab a finger tip's worth over my forehead, neck, and chest. If I put it on my cheeks it will make me break out. Go figure. My skin feels smoother in the morning. Love this stuff.",1
Q03,anti aging cream for wrinkles,skin concern,33400,I am already beginning to see a difference and starting to say goodbye to….,5,"I purchased this Coconut and Retinol Anti-Aging Facial Serum because it promotes to being able to say goodbye to forehead wrinkles, crow's feet, turkey necks, and laugh lines.  At the age of 55 I am beginning to see all of these, but I was mainly concerned about my crow’s feet and turkey neck.  Just the names sound awful, but to me they looked a lot worse before I began using it.  I have been using this product for just under 2 weeks and I am seeing a difference.  I am using it daily and I do notice that the lines/wrinkles are smoothing out.  I do not know if they will all come right back if I stopped but I like the results so far and will continue using it.  I also read another reviewer whe",0
Q03,anti aging cream for wrinkles,skin concern,14918,Yes!  I would recommend this product,4,"I have been trying this eye cream for about 2 weeks now.  The instructions state that you should use it twice a day on a clean face. So I've been using it once in the morning after washing but before putting on my makeup and then again before bed after washing off my makeup for the day.<br /><br />Some of the the things that I really LOVE about this product is it's ease of use, the fact that it's lightweight, and the fact that it has no real smell to it.  I get migraines and am very sensitive to smell so the fact that this product is not scented is a HUGE bonus for me.<br /><br />Another thing that I love about this product is that it has brightened the dark circles under my eyes.  I am curr",0
